Name,Brand,Ratings,No_of_ratings,No_of_reviews,Product_features,MSP,MRP,Discount
Blue Star 2 Ton 3 Star Split AC  - White,Blue,4.1,34, 0,"['Power Consumption: 1800 W', 'Room Size: 151 to 200 sqft', '1 Year on Product , 5 Yearsï¿½ on Compressor and 5 Years Warranty on Condenser From Blue Star']",58900,60000,1
Panasonic 1.5 Ton 4 Star Window AC  - White,Panasonic,4,7, 3,"['Power Consumption: 1168.9 W', 'Room Size: 111 to 150 sqft', '1 Year Comprehensive Warranty and 4 Years on Compressor']",33519,44490,24
Hitachi 1 Ton 3 Star Split Inverter AC  - White,Hitachi,4.1,3300, 372,"['Power Consumption: 1110 W', 'Room Size: 90 sqft or Below', '1 years Comprehensive warranty, 5 years on Controller/PCB, 10 years on Compressor, 1 year Free Gas Recharge']",31990,42290,24
Hitachi 1 Ton 3 Star Window AC  - White,Hitachi,4,2628, 286,"['Power Consumption: 921 W', 'Room Size: 90 sqft or Below', '1 Year Warranty on Product and 5 Years on Compressor']",27490,29090,5
"Blue Star 1 Ton Portable AC  - White, Grey",Blue,3.8,3859, 566,"['Power Consumption: 1403 W', 'Room Size: 90 sqft or Below', '1 Year on Product and 5 Years Warranty on Compressor From Blue Star']",34900,39000,10
Voltas 1.5 Ton 5 Star Window AC  - White,Voltas,3.9,12, 2,"['Power Consumption: 1350 W', 'Room Size: 111 to 150 sqft', '1 Year on Product and 7 Years on Compressor from Voltas']",33888,39592,14
"Hitachi 2 Ton 3 Star Split Inverter AC  - White, Gold",Hitachi,4.2,32, 1,"['Power Consumption: 2090 W', 'Room Size: 151 to 200 sqft', '1 Year on Product, 1 Year on Condenser and 5 Years on Compressor From Hitachi']",55300,59590,7
Daikin 1 Ton 3 Star Split AC with PM 2.5 Filter  - White,Daikin,4.2,158, 21,"['Room Size: 90 sqft or Below', '1 Year on Total Unit and 5 Years on Compressor']",34599,36800,5
IFB 7 Stage Air Treatment 2 Ton 3 Star Split Inverter PM 0.3 Filter Silver Series AC  - White,IFB,4.4,369, 47,"['Power Consumption: 1233.96 kWh', 'Room Size: 151 to 200 sqft', '1 year warranty on product + 5 years on ODU PCB, 10 years on compressor']",53536,58990,9
Hitachi 1.5 Ton 5 Star Split Inverter Expandable AC  - Gold,Hitachi,3.9,3262, 337,"['Power Consumption: 1540 W', 'Room Size: 111 to 150 sqft', '1 years Comprehensive warranty, 5 years on Controller/PCB, 10 years on Compressor, 1 year Free Gas Recharge']",43999,60500,27
Daikin 1.5 Ton 4 Star Split Inverter AC with PM 2.5 Filter  - White,Daikin,4.1,29, 4,"['Power Consumption: 1670 W', 'Room Size: 111 to 150 sqft', '1 Year Comprehensive Warranty on Product and 10 Years on Compressor']",37999,58400,34
"Hitachi 1.5 Ton 3 Star Split Inverter AC  - White, Gold",Hitachi,4.1,15, 1,"['Power Consumption: 1012.3 W', 'Room Size: 111 to 150 sqft', '1 Year on Product, 5 Years on Controller and 10 Years on Compressor']",37499,59700,37
IFB 1 Ton 3 Star Split Inverter AC  - White,IFB,4.2,1159, 149,"['Power Consumption: 1210 W', 'Room Size: 90 sqft or Below', '1 Year Warranty on Product, 5 Years on ODU PCB and 10 Years on Compressor']",29990,37990,21
Daikin 1.5 Ton 5 Star Split Inverter AC  - White,Daikin,4.2,486, 76,"['Power Consumption: 1290 W', 'Room Size: 111 to 150 sqft', '1 Year on Product and 5 Years on Compressor from Daikin']",47500,59000,19
CARRIER 1.5 Ton 5 Star Window AC  - White,CARRIER,4.4,21, 3,"['Power Consumption: 1560 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product and 5 Years on Compressor']",36500,39100,6
Daikin 1.5 Ton 4 Star Split Inverter AC with PM 2.5 Filter  - White,Daikin,3.7,9, 1,"['Power Consumption: 1602 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor']",41990,61300,31
Haier 1 Ton 3 Star Split AC  - White,Haier,3.7,7, 0,"['Power Consumption: 704 W', 'Room Size: 90 sqft or Below', '1 Year Warranty on Product and 6 Years on Compressor']",31990,50000,36
CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,CARRIER,4.2,1043, 100,"['Power Consumption: 1750 W', 'Room Size: 111 to 150 sqft', '1 Year Domestic Warranty on Product and 10 Years on Compressor']",37500,54990,31
Daikin 1.8 Ton 5 Star Split Inverter AC  - White,Daikin,4.4,56, 5,"['Power Consumption: 1665 W', 'Room Size: 151 to 200 sqft', '1 Year on Product and 10 Years on Compressor From Daikin']",59533,65533,9
Lloyd 1.5 Ton 3 Star Window AC  - White,Lloyd,4.3,226, 21,"['Power Consumption: 1700 W', 'Room Size: 111 to 150 sqft', '1 year on Product, 5 years on Condenser, 5 years on Compressor']",27990,37990,26
Blue Star Convertible 4-in-1 Cooling 1 Ton 5 Star Split Inverter AC  - White,Blue,4.2,4321, 505,"['Power Consumption: 583.06 kWh', 'Room Size: 90 sqft or Below', '1 Year on Product and 10 Years Warranty on Compressor']",36390,59500,38
"Hitachi 2 Ton 3 Star Hot and Cold Split Inverter AC  - White, Gold",Hitachi,4.7,3, 0,"['Power Consumption: 1507.1 W', 'Room Size: 151 to 200 sqft', '1 Year Warranty on Product and 5 Years on Compressor']",59990,79990,25
Lloyd 1 Ton 5 Star Split Inverter Expandable AC  - White,Lloyd,4.2,18, 2,"['Power Consumption: 604 W', 'Room Size: 90 sqft or Below', '1 Year Warranty on Product and 10 Years on Compressor from LLOYD']",40800,54990,25
Blue Star 2 Ton 3 Star Split AC  - White,Blue,4.5,11, 0,"['Power Consumption: 1760 W', 'Room Size: 151 to 200 sqft', '1 Year on Product and 5 Years on Compressor from Blue Star']",53999,67000,19
LIVPURE 1.5 Ton 5 Star Split Inverter Smart AC with Wi-fi Connect  - White,LIVPURE,4.2,2590, 578,"['Power Consumption: 1360 W', 'Room Size: 111 to 150 sqft', '1 Year on Product, 1 Year on Condenser and 10 Years on Compressor']",42990,52990,18
Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,Panasonic,4.3,176, 31,"['Power Consumption: 1440 W', 'Room Size: 111 to 150 sqft', '1 Year Comprehensive Warranty, 4 Years on PCB, 9 Years on Compressor and 4 Years on ODU Casing']",48250,69900,30
Panasonic 1.5 Ton 3 Star Window AC  - White,Panasonic,4.8,6, 1,"['Power Consumption: 1238.57 W', 'Room Size: 111 to 150 sqft', '1 Year Comprehensive Warranty and 4 Years on Compressor']",29999,41490,27
Whirlpool 1.5 Ton 3 Star Split Inverter Smart AC with Wi-fi Connect  - White,Whirlpool,4.5,12, 2,"['Power Consumption: 1890 W', 'Room Size: 111 to 150 sqft', '1 Year on Product and Condenser and 10 Years on Compressor']",35990,53400,32
Hitachi 1 Ton 5 Star Split Inverter AC  - White,Hitachi,2,4, 1,"['Power Consumption: 585.85 kWh', 'Room Size: 90 sqft or Below', '1 Year on Product and 10 Years on Compressor']",38999,60700,35
Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,Panasonic,4.5,153, 23,"['Power Consumption: 1650 W', 'Room Size: 111 to 150 sqft', '1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic']",43000,53000,18
Panasonic 2 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,Panasonic,4.3,11773," 1,430","['Power Consumption: 1740 W', 'Room Size: 151 to 200 sqft', '1 Year Comprehensive Warranty, 4 Years on PCB, 9 Years on Compressor and 4 Years on ODU Casing']",62304,82400,24
LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,LG,4.3,9484," 1,211","['Power Consumption: 1440 W', 'Room Size: 111 to 150 sqft', '10 Years on Compressor with free gas recharge*, 5 Years on PCB*']",42990,62990,31
"Voltas 1.5 Ton 4 Star Split Inverter AC  - White, Brown",Voltas,4.4,263, 25,"['Power Consumption: 1540 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product and 10 Years On Compressor']",35490,58327,39
Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,Panasonic,4.5,153, 23,"['Power Consumption: 1350 W', 'Room Size: 111 to 150 sqft', '1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic']",47000,57500,18
Blue Star 2 Ton 3 Star Split Inverter AC  - White,Blue,4,7, 1,"['Power Consumption: 2025 W', 'Room Size: 151 to 200 sqft', '1 Year on Product and 10 Years Warranty on Compressor']",52999,72000,26
LG 1 Ton 3 Star Split Dual Inverter AC  - White,LG,4.4,3901, 638,"['Power Consumption: 1080 W', 'Room Size: 90 sqft or Below', '10 Years on Compressor with free gas recharge*, 5 Years on PCB*']",37500,46990,20
Blue Star 1.5 Ton 5 Star Window AC  - White,Blue,4.2,2989, 380,"['Power Consumption: 5100 W', 'Room Size: 111 to 150 sqft', '1 Year on Product and 5 Years on Compressor from Blue Star']",35999,40500,11
TOSHIBA 1.5 Ton 5 Star Split Inverter AC  - White,TOSHIBA,1,1, 1,"['Power Consumption: 1570 W', 'Room Size: 111 to 150 sqft', '1 Year on product, 5 year on Compressor']",50000,62000,19
ONIDA 1.5 Ton 3 Star Split Dual Inverter AC  - White,ONIDA,4.5,41, 3,"['Power Consumption: 1820 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product and 5 Years on Compressor from Onida']",30799,53490,42
Panasonic 2 Ton 3 Star Split Inverter AC  - White,Panasonic,4.5,25, 1,"['Power Consumption: 1870 W', 'Room Size: 151 to 200 sqft', '1 Year Comprehensive and 10 Years on Compressor Warranty from Panasonic']",54500,67000,18
SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,SAMSUNG,4.3,35, 3,"['Power Consumption: 1870 W', 'Room Size: 111 to 150 sqft', '5 Years on Condenser and 10 Years on Compressor']",40500,47670,15
Lloyd 1.25 Ton 3 Star Split Inverter AC  - White,Lloyd,4.3,759, 91,"['Power Consumption: 1485 W', '1 Year Comprehensive Warranty on AC and 10 Years on Compressor']",33990,52990,35
Sansui 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,Sansui,4.2,1537, 210,"['Power Consumption: 1413 W', 'Room Size: 111 to 150 sqft', '1 Year on Product and 5 Years on Compressor']",26990,42999,37
Voltas 1.5 Ton 3 Star Split Inverter AC  - White,Voltas,4.6,40, 4,"['Power Consumption: 650 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product and 10 Years on Compressor']",36990,61990,40
CARRIER 1.5 Ton 5 Star Window AC  - White,CARRIER,4.3,917, 94,"['Power Consumption: 1522 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product and 5 Years on Compressor']",35999,48990,26
LG 1.5 Ton 3 Star Split Dual Inverter AC  - White,LG,4.7,18, 1,"['Power Consumption: 1050.84 W', 'Room Size: 111 to 150 sqft', '1 Year Comprehensive Warranty on Product and 10 Years on Compressor (With Gas Charging)']",39990,57990,31
Lloyd 1 Ton 3 Star Split Inverter AC  - White,Lloyd,4.3,627, 90,"['Power Consumption: 745.89 kWh', 'Room Size: 90 sqft or Below', '1 Year Comprehensive Warranty on AC and 10 Years on Compressor From Lloyd']",32490,44900,27
"Hitachi 1.5 Ton 5 Star Split Inverter AC  - White, Gold",Hitachi,4.1,83, 7,"['Power Consumption: 1449 W', 'Room Size: 111 to 150 sqft', '1 Year on Complete Unit and 5 Years on Compressor']",47199,60900,22
LumX 1.5 Ton 3 Star Split AC  - White,LumX,4.5,33, 2,"['Power Consumption: 1440 W', 'Room Size: 111 to 150 sqft', '1 Year on Product, 1 Year on Condenser and 5 Years on Compressor from Lumx']",28990,42980,32
Daikin 1.8 Ton 3 Star Split Inverter AC  - White,Daikin,4,28, 4,"['Power Consumption: 2000 W', 'Room Size: 151 to 200 sqft', '1 Year Warranty on Product']",55590,63700,12
Daikin 1.5 Ton 3 Star Split Inverter AC  - White,Daikin,4,121, 6,"['Power Consumption: 1740 W', 'Room Size: 111 to 150 sqft', '1 Year on Product and 10 Years on Compressor From Daikin']",40999,61990,33
Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,Hitachi,4,21, 1,"['Power Consumption: 1475 W', 'Room Size: 111 to 150 sqft', '1 Year on Product and 10 Years on Compressor from Hitachi']",31156,52700,40
Voltas 1.5 Ton 4 Star Split Inverter AC  - White,Voltas,4.2,3722, 492,"['Power Consumption: 1590 W', 'Room Size: 111 to 150 sqft', '1 year on Product and 5 Years on Compressor.']",37990,59990,36
Daikin 1.8 Ton 4 Star Split Inverter AC  - White,Daikin,4.2,1984, 192,"['Power Consumption: 1890 W', 'Room Size: 151 to 200 sqft', '1 Year on Product and 5 Years on Compressor from Daikin']",55990,64900,13
SAMSUNG 1.5 Ton 4 Star Split Inverter AC  - White,SAMSUNG,4.4,5, 2,['Room Size: 111 to 150 sqft'],41599,52990,21
MarQ by Flipkart 1 Ton 3 Star Split Inverter AC  - White,MarQ,4.3,13800," 1,942","['Power Consumption: 725.03 W', 'Room Size: 90 sqft or Below', '1 Year on Product and 5 Years on Compressor']",23490,39999,41
Hitachi 1.5 Ton 5 Star Window AC  - White,Hitachi,4.1,36, 5,"['Power Consumption: 1530 W', 'Room Size: 111 to 150 sqft', '1 Year on Complete Unit and 5 Years on Compressor']",36249,37090,2
Blue Star 1.5 Ton 5 Star Window Inverter AC  - White,Blue,4,40, 5,"['Power Consumption: 1565 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product and 5 Years on Compressor']",41990,50000,16
"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Pastel Blue",SAMSUNG,4.2,26394," 2,631","['Power Consumption: 1748 W', 'Room Size: 111 to 150 sqft', '1 Year comprehensive and 10 years on Compressor']",33499,45990,27
CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,CARRIER,4.3,102, 9,"['Power Consumption: 1750 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product and 10 Years on Compressor from Carrier']",41990,59990,30
Godrej 1.5 Ton 3 Star Split AC  - White,Godrej,4.3,359, 34,"['Power Consumption: 1137.94 W', 'Room Size: 111 to 150 sqft', '1 Year on Product and Condenser Coil Warranty and 5 Years on Compressor Warranty from Godrej']",34400,45535,24
LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,LG,4,26, 0,"['Power Consumption: 818.81 kWh', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor']",43099,75990,43
SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,SAMSUNG,4.1,50, 7,"['Power Consumption: 1044.19 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product, 5 Years on Condenser and 10 Years on Compressor']",43598,53990,19
SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,SAMSUNG,4.6,13, 1,"['Power Consumption: 1748 W', 'Room Size: 111 to 150 sqft', '1 Year on Product, 1 Year on Condenser and 10 Years on Compressor from Samsung']",37999,49990,23
Voltas 1.5 Ton 3 Star Split AC  - White,Voltas,4.4,108, 5,"['Power Consumption: 972 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on the Product and 4 Years on the Compressor']",35999,50990,29
Hitachi 2 Ton 2 Star Window AC  - White,Hitachi,3.3,13, 0,"['Power Consumption: 1703.04 W', 'Room Size: 151 to 200 sqft', '1 years Comprehensive warranty']",41990,45500,7
Daikin 1.5 Ton 5 Star Split Inverter AC  - White,Daikin,4.4,42, 3,"['Power Consumption: 1315 W', 'Room Size: 111 to 150 sqft', '1 Year on Product and 5 Years on Compressor from Daikin']",46180,59990,23
Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,Lloyd,3.7,6, 0,['Room Size: 111 to 150 sqft'],37296,59990,37
Voltas 1 Ton 3 Star Split AC  - White,Voltas,3.9,72, 5,"['Power Consumption: 1720 W', 'Room Size: 90 sqft or Below', '1 Year on Product and 5 Years on Compressor from Voltas']",32490,49490,34
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,Blue,4.2,121, 10,"['Power Consumption: 1295 W', 'Room Size: 111 to 150 sqft', '1 Year on Product, 5 Year on Condenser and 10 Years on Compressor']",43990,49397,10
Blue Star 1 Ton 5 Star Split Inverter AC  - White,Blue,4.4,36, 5,"['Power Consumption: 565 W', 'Room Size: 90 sqft or Below', '1 Year on Product and 10 Years Warranty on Compressor From Blue Star']",40777,56500,27
IFB 7 Stage Air Treatment 1 Ton 3 Star Split Inverter PM 0.3 Filter Silver Series AC  - White,IFB,4.3,1999, 306,"['Power Consumption: 732.29 kWh', 'Room Size: 90 sqft or Below', '1 year warranty on product + 5 years on ODU PCB, 10 years on compressor']",32990,42190,21
"Hitachi 1.5 Ton 5 Star Split Inverter Expandable AC  - White, Gold",Hitachi,4.2,384, 34,"['Power Consumption: 1540 W', 'Room Size: 111 to 150 sqft', '2 years Comprehensive warranty, 5 years on Controller/PCB, 10 years on Compressor, 1 year Free Gas Recharge']",46999,60090,21
Lloyd 1.5 Ton 3 Star Window AC  - White,Lloyd,4.2,1122, 135,"['Power Consumption: 1269.53 kWh', 'Room Size: 111 to 150 sqft', '1 Year Comprehensive Warranty on AC and 5 Years on Compressor From Lloyd']",29990,38000,21
Hitachi 1.8 Ton 3 Star Split Inverter AC  - White,Hitachi,3.7,3, 0,"['Power Consumption: 1405 kWh', 'Room Size: 151 to 200 sqft', '1 Year Warranty on Product and 10 Years on Compressor from Hitachi']",46349,58975,21
Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,Blue,4.3,246, 20,"['Power Consumption: 1007.86 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product and 10 Years Warranty on Compressor']",39549,61250,35
"Hitachi 1.8 Ton 3 Star Split Inverter AC  - White, Gold",Hitachi,3.9,3262, 337,"['Power Consumption: 1236.39 kWh', 'Room Size: 151 to 200 sqft', '1 Year Warranty on Complete Product and 10 Years on Compressor']",45999,69600,33
Haier 0.9 Ton 3 Star Split Inverter AC  - White,Haier,3.4,31, 7,"['Power Consumption: 732 W', 'Room Size: 90 sqft or Below', '1 Year Warranty on Product and 12 Years on Compressor From Haier']",28990,52990,45
Thomson 4 in 1 Convertible Cooling 1 Ton 3 Star Split Inverter With iBreeze Technology AC  - White,Thomson,4.1,681, 149,"['Power Consumption: 1095 W', 'Room Size: 90 sqft or Below', '1 Year on Product and 10 Years on Compressor Warranty']",28799,39998,27
TOSHIBA 1.8 Ton 3 Star Split AC  - White,TOSHIBA,3.3,3, 0,"['Power Consumption: 2200 W', 'Room Size: 151 to 200 sqft', '1 Year on Product and 5 Years on Compressor from Date of Purchase']",44000,57100,22
LG 1.5 Ton 3 Star Split Dual Inverter AC  - White,LG,4,41, 4,"['Power Consumption: 1440 W', 'Room Size: 111 to 150 sqft', '1 Year on Product and 10 Years on Compressor']",37490,52490,28
Hitachi 1 Ton 3 Star Split Inverter AC  - Gold,Hitachi,3.9,3262, 337,"['Power Consumption: 1230 W', 'Room Size: 90 sqft or Below', '1 years Comprehensive warranty, 5 years on Controller/PCB, 10 years on Compressor, 1 year Free Gas Recharge']",31999,43800,26
Voltas 2 Ton 3 Star Split Inverter AC  - White,Voltas,3.5,11, 2,['Room Size: 151 to 200 sqft'],42990,79990,46
Haier 1.6 Ton 5 Star Split Inverter AC  - White,Haier,2.8,5, 1,"['Power Consumption: 880 W', 'Room Size: 151 to 200 sqft', '1 Year Warranty on Product and 12 Years on Compressor']",49399,72499,31
LG 1.5 Ton 5 Star Split Inverter AC  - White,LG,3.4,8, 0,"['Power Consumption: 5800 W', 'Room Size: 111 to 150 sqft', '1 Year on Product, 5 Years on PCB and 10 Years on Compressor from LG']",48999,75990,35
Hitachi 1 Ton 3 Star Split Inverter AC  - White,Hitachi,3.5,18, 3,"['Power Consumption: 688.96 kWh', 'Room Size: 90 sqft or Below', '1 Year on Product and 10 Years on Compressor']",33999,48200,29
Lloyd 1 Ton 3 Star Split AC with PM 2.5 Filter  - White,Lloyd,4.2,352, 43,"['Power Consumption: 960 W', 'Room Size: 90 sqft or Below', '1 Year Comrehensive Warranty and 5 Years Warranty on Compressor from Lloyd']",32256,42090,23
Whirlpool 1.5 Ton 5 Star Split Inverter AC  - White,Whirlpool,4.5,8, 1,"['Power Consumption: 1365 W', 'Room Size: 111 to 150 sqft', '1 Year Warranty on Product and 10 Years on Compressor']",39990,66950,40
